username,tweet_date,tweet_text,translated,tweet_link,media_exists
@yarvic,"Jul 1, 2023 · 11:25 PM UTC","J'imagine que @priscathevenot et ses collègues @Renaissance  vont s'indigner de cette violence là.

Les macronards ont choisi leur camp, tant que c'est l'extrême droite ils se taisent. Complices du pire et hypocrites.

#Emeutes #Nahel","I imagine that @Piscathevenot and his colleagues @renaissance will be indignant at this violence there.

The macronards have chosen their camp, as long as it is the far right they are silent. Worse and hypocritical accomplices.

#Emeuts #Nahel",https://twitter.com/yarvic/status/1675284537826238464?s=20,TRUE
@Meryl4269,"Jul 1, 2023 · 11:25 PM UTC","Ces propos sont délirants et méritent une condamnation @GDarmanin @EmmanuelMacron @TebbouneAmadjid @pm_gov_dz . Des élus et représentants de partis d’extrême droite, accusent l’Algérie d’être responsable de l’assassinat raciste de #Nahel et de la révolte des jeunes français.",These words are delusional and deserve a conviction @gdarmanin @emmanuelmacron @tebbouneamadjid @pm_gov_dz. Elected officials and representatives of far -right parties accuse Algeria of being responsible for the racist assassination of #Nahel and the revolt of young French people.,https://twitter.com/Meryl4269/status/1675284578062180353?s=20,TRUE
@boarsante,"Jul 1, 2023 · 11:25 PM UTC","L’histoire des cagnottes c’est une dinguerie, le monde est fou, la France est folle… Paix à ton âme Nahel #Nahel #Nanterre","The story of the prize pools is a dinguerie, the world is crazy, France is crazy ... Peace to your soul nahel #nahel #nanterre",https://twitter.com/boarsante/status/1675284497015734273?s=20,FALSE
@PublicEnem_y,"Jul 1, 2023 · 11:37 AM UTC","Pourquoi #Jul a tourné son clip ""Ragnar"" dans la cité Picasso de #Nanterre ? Macabre présage la présence de #Nahel 🕊 tiré au sort pour y participer parmi des centaines de jeunes mais encore plus curieux c'est qu'il apparait vrt plusieurs fois au 1er plan du clip au côté de Jul👇","Why #jul turned his clip ""Ragnar"" in the Picasso city of #Nenterre? Macabre omen the presence of #Nahel 🕊 drawn to participate among hundreds of young but even more curious is that it appears to be several times in the 1st plan of the clip alongside Jul👇",https://twitter.com/unryyenagain/status/1675284440711413763?s=20,FALSE
@linfopresse,"Jul 1, 2023 · 11:24 PM UTC","📊 Sondage 📊 :

 🇺🇸: Do you want Elon Musk to quit Twitter  ? @gaspardooo
 🇨🇵 : Voulez-vous qu'Elon Musk quitte Twitter pour de bon ?
. 
. 
#TwitterDown / #RIPTwitter / #ElonMusk / #censure / #emeutes / Mon Twitter / Elon #Emeutes / #Nahel / #Macron / La France/ #FranceRiots |","📊 Survey 📊:

 🇺🇸: Do you want Elon Musk to leave Twitter? @gaspardooo
 🇨🇵: Do you want Elon Musk to leave Twitter for good?
.
.
#Twitterdown / #riptwitter / #elonmusk / #censure / #emeuts / My Twitter / Elon #emeuts / #Nahel / #Macron / La France / #Franceriots |",https://twitter.com/linfopresse/status/1675284376387481605?s=20,FALSE
@Mediavenir,"Jul 1, 2023 · 11:18 PM UTC","🇫🇷 FLASH - Près de 20.000 personnes ont signé une pétition pour demander ""la libération immédiate"" du policier auteur du tir mortel sur Nahel. (Institut pour la Justice) #Nanterre","🇫🇷 Flash - Nearly 20,000 people have signed a petition to ask for ""the immediate release"" of the policeman author of the mortal shot on Nahel. (Institute for Justice) #NAnterre",https://twitter.com/Bal_Aissata/status/1675284355076194305?s=20,FALSE
@Menilmuche,"Jul 1, 2023 · 11:24 PM UTC","Mort de #Nahel: la loi de 2017 est comprise comme un permis de tuer 

fb.watch/lwrO4fvWDv/?mibexti…","Death of #Nahel: The law of 2017 is understood as a permit to kill

fb.watch/lwro4fvwdv/?Mibexti…",https://twitter.com/Menilmuche/status/1675284351418789890?s=20,FALSE
@sassenach34,"Jul 1, 2023 · 11:23 PM UTC",Le lien pour la cagnotte de Nahël leetchi.com/fr/c/soutien-a-l… #nahel,The link for the prize pool of Nahël leetchi.com/fr/c/soutien-a-l… #nahel,https://twitter.com/sassenach34/status/1675284110581932032?s=20,FALSE
@s_assbague,"Jul 1, 2023 · 7:22 PM UTC","Près de 400 000€ collectés pour le policier qui a exécuté Nahel ? Ces dons ne constituent pas juste un soutien matériel. Ils disent autre chose. Le soutien sans faille à l’ordre racial et policier, au permis de tuer et à la peine de mort pour les arabes et les noirs.","Nearly € 400,000 collected for the policeman who executed Nahel? These gifts are not just material support. They say something else. The unfailing support for racial and police order, the license to kill and the death penalty for Arabs and blacks.",https://twitter.com/LeFecondeur/status/1675284112024666114?s=20,FALSE
@mariedepoitiers,"Jul 1, 2023 · 11:24 PM UTC","#FranceHasFallen #Corruption #liars 
#MacronMustGo #now

#ldh #soulevementsdelaterre #Anticor #nahel","#FranceHasFallen #Corruption #liars 
#MacronMustGo #now

#ldh #soulevementsdelaterre #Anticor #nahel",https://twitter.com/mariedepoitiers/status/1675284343730630659?s=20,FALSE
@Yanis22764188,"Jul 1, 2023 · 11:24 PM UTC",#emeutes #Nahel #GuerreCivile #justicepourNahel J'ai l'impression d'être le seul à avoir remarquer donc je laisse sa ici sur la vidéo de Nahel,#emeuts #Nahel #guerrecivile #justicepournahel I feel like I was the only one to have noticed so I leave her here on Nahel's video,https://twitter.com/Yanis22764188/status/1675284202952982529?s=20,TRUE
@PopulInfos,"Jul 1, 2023 · 11:22 PM UTC","🇫🇷 INFO | Moins de 20.000 signatures ont été récoltées sur une pétition pour la ""libération immédiate"" du policier ayant tiré sur #Nahel. (Institut pour la Justice/Mediavenir)","🇫🇷 Info | Less than 20,000 signatures were collected on a petition for the ""immediate liberation"" of the policeman who fired on #Nahel. (Institute for Justice/Media future)",https://twitter.com/PopulInfos/status/1675283869111660544?s=20,FALSE
@avisdumessager,"Jul 1, 2023 · 11:22 PM UTC",A notre avis #nahel  a été tué parce que le policier y voyait un nuisible. Il ne l’a pas vu comme un être dont la vie était importante. Donc la mort valait mieux que la fuite. La mort à titre préventif pour éviter  un risque imaginaire !,In our opinion #Nahel was killed because the policeman saw it as a harmful. He did not see him as a being whose life was important. So death was better than flight. Death as a preventive basis to avoid an imaginary risk!,https://twitter.com/avisdumessager/status/1675283844721770497?s=20,FALSE
@Solviers,"Jul 1, 2023 · 11:21 PM UTC","C'est énorme en vrai.
#nahel","It's huge in real life.
#Nahel",https://twitter.com/Solviers/status/1675283584494477312?s=20,FALSE
@ferozwala,"Jul 1, 2023 · 11:22 PM UTC","#Émeutes in progress in Montluçon 

 #Nahel #Nanterre #France @AnonymeCitoyen","#Riots in Progress in Montluçon

 #Nahel #nenterre #france @Anonymecitoyen",https://twitter.com/ferozwala/status/1675283831732203520?s=20,TRUE
@BreakinNewHaber,"Jul 1, 2023 · 11:22 PM UTC","🔴 Fully-equipped GIGN teams, which have worldwide operational capabilities, took to the streets in France.

#Marseille #vidéo #police #bavurepoliciere #Nahel #france #EmmanuelMacron #paris #police","🔴 Fully-equipped GIGN teams, which have worldwide operational capabilities, took to the streets in France.

#Marseille #vidéo #police #bavurepoliciere #Nahel #france #EmmanuelMacron #paris #police",https://twitter.com/BreakinNewHaber/status/1675283661636132865?s=20,FALSE
@Chaudhary731,"Jul 1, 2023 · 11:21 PM UTC",#Nahel,#Nahel,https://twitter.com/Chaudhary731/status/1675283454177542144?s=20,TRUE
@actureact_,"Jul 1, 2023 · 11:21 PM UTC","🔴01:20 / Près de 20.000 personnes ont signé une pétition pour demander ""la libération immédiate"" du policier auteur du tir mortel sur #Nahel

 (Institut pour la Justice)
#Nanterre #emeutes","🔴01: 20 / nearly 20,000 people signed a petition to ask for ""the immediate release"" of the policeman author of the mortal shooting on #Nahel

 (Institute for Justice)
#Nenterre #emeuts",https://twitter.com/actureact_/status/1675283430685196288?s=20,FALSE
@BreakinNewHaber,"Jul 1, 2023 · 11:20 PM UTC","🔴 Flash 📷📷📷
The RAID use a new type of tear gas gauze which gives strong nausea
  #Marseille #vidéo #police #bavurepoliciere #Nahel #france #EmmanuelMacron #paris #police","🔴 Flash 📷📷📷
The RAID use a new type of tear gas gauze which gives strong nausea
  #Marseille #vidéo #police #bavurepoliciere #Nahel #france #EmmanuelMacron #paris #police",https://twitter.com/BreakinNewHaber/status/1675283295746117633?s=20,FALSE
@ferozwala,"Jul 1, 2023 · 11:20 PM UTC","Tension on the Champs-Élysées, #Paris tonight.

#emeutes #Nanterre #Nahel #France","Tension on the Champs-Élysées, #Paris Tonight.

#emeuts #nenterre #Nahel #france",https://twitter.com/ferozwala/status/1675283224367611904?s=20,TRUE
@abj165,"Jul 1, 2023 · 11:19 PM UTC",#nahel #france #toulouse ##lyon #strasbourg #lille,#nahel #france #toulouse ##lyon #strasbourg #lille,https://twitter.com/abj165/status/1675283126833250304?s=20,FALSE
@Maynay05,"Jul 1, 2023 · 11:20 PM UTC","Du coup , @JeanMessiha n'a pas ouvert de cagnotte pour lui  ? étonnant , il en a ouvert une pour un policier accusé d'homicide VOLONTAIRE , donc meurtre. #cagnotte #Nahel","Suddenly, @jeanmessiha has not opened a kitty for him? Amazing, he opened one for a police officer accused of voluntary homicide, therefore murder. #cagnotte #nahel",https://twitter.com/Maynay05/status/1675283213810384897?s=20,FALSE
@VillageFederal,"Jul 1, 2023 · 11:19 PM UTC","La mort de #Nahel vue par la presse étrangère : ""Des policiers qui donnent l’impression de partir à la guerre"". ""C’est une mauvaise tradition : en France, la police ne protège pas en premier lieu les citoyens, elle protège l’Etat"", le Süddeutsche Zeitung. lemonde.fr/societe/article/2…","The death of #Nahel seen by the foreign press: ""police who give the impression of going to war"". ""This is a bad tradition: in France, the police do not first protect citizens, they protect the state"", the Süddeutsche Zeitung. lemonde.fr/societe/article/2…",https://twitter.com/VillageFederal/status/1675283073791819776?s=20,FALSE
@confectfr,"Jul 1, 2023 · 11:19 PM UTC","🇫🇷🚨 FLASH - #emeutes en cours à Montluçon #Nahel

🗞️ / @AnonymeCitoyen","🇫🇷🚨 Flash - #Emeutes in progress in Montluçon #Nahel

🗞️ / @Anonymecitoyen",https://twitter.com/confectfr/status/1675282986781089792?s=20,TRUE
@topnotchjournal,"Jul 1, 2023 · 11:19 PM UTC","#France | Situation is getting Tense

#TNJNews #Francia #Paris #RiotsFrance #Emeutes #Nahel #Nanterre #Raid #FranceHasFallen","#France | Situation is Getting Tense

#Tnjnews #francia #paris #riotsfrance #emeuts #nahel #nanterre #raid #francehasfallen",https://twitter.com/topnotchjournal/status/1675282911690383362?s=20,TRUE
@NyNySweetyVie,"Jul 1, 2023 · 11:18 PM UTC","😱 ATTAQUE DE COMICO - BLOIS 😱
#Emeutes #guerrecivile #SandrineFermeTaGueule #nahel #Racailles #Macron","😱 Comico attack - Blois 😱
#Emeuts #guerrecivile #sandrinefermetaguele #Nahel #racailles #macron",https://twitter.com/NyNySweetyVie/status/1675282640818061313?s=20,TRUE
@JustJuly95,"Jul 1, 2023 · 11:17 PM UTC","C'est fou de se dire que la cagnotte pour l'assassin de Nahel dépasse les 400k€. 
C'est un signal fort pour les policiers afin qu'ils passent à l'acte. 
Si vous tuez une personne racisée en France c'est le jackpot. 
C'est la police ou des tueurs à gages ? #emeutes #Nahel","It's crazy to say that the prize pool for the Nahel assassin exceeds € 400K.
It is a strong signal for the police so that they take action.
If you kill a racialized person in France it is the jackpot.
Is it the police or wage killers? #emeuts #Nahel",https://twitter.com/JustJuly95/status/1675282610233245699?s=20,FALSE
@achabus,"Jul 1, 2023 · 11:18 PM UTC",#nahel #bfmtv #emeutes tu devrais lui demander pourquoi ils sont tous cagoulés alors qu'ils ont pas le droit de l'être @alicedarfeuille,#Nahel #bfmtv #emeuts you should ask him why they are all hooded when they are not allowed to be @alicedarfeuille,https://twitter.com/achabus/status/1675282828840280066?s=20,TRUE
@933Askip,"Jul 1, 2023 · 11:18 PM UTC",Manger ou être mangé même netflix le rappel #Emeute #PoliceTue #PoliceBrutality #nahel #JusticeForNahel #JusticePourNael,Eat or be eaten even Netflix Reminder #Emeute #politual #policebrutaly #Nahel #justicefornahel #justicepournael,https://twitter.com/933Askip/status/1675282871949443072?s=20,TRUE
@F_Desouche,"Jul 1, 2023 · 11:15 PM UTC",Pillages et incendies à Montluçon (1/X) #Emeutes #Nahel #Emeute #Nanterre fdesouche.com/2023/07/01/dir…,Pillages and fires in Montluçon (1/x) #emeuts #Nahel #emeute #nanterre fdesouche.com/2023/07/01/dir…,https://twitter.com/F_Desouche/status/1675282609159512064?s=20,TRUE
@Phil_Rivet_P,"Jul 1, 2023 · 11:17 PM UTC","They do not come here to help France, they come to break it down.
#emeutes
#Francia
#Nahel
#FranceRiots","They do not come here to help France, they come to break it down.
#emeutes
#Francia
#Nahel
#FranceRiots",https://twitter.com/Phil_Rivet_P/status/1675282531942293504?s=20,TRUE
@pauvreencolere,"Jul 1, 2023 · 11:17 PM UTC","Des affrontements sont en cours à #Rennes dans le #quartier de villeJean #emeutes #Nanterre #Nahel,#derive de nuit de 12h   a  3 /4/5 heure...du mat","Clashes are underway in #Rennes in the #quartier de Villejean #emeuts #nanterre #nahel, #night derive from 12h to 3/4/5 hour ...",https://twitter.com/pauvreencolere/status/1675282438853885954?s=20,TRUE
@EmmanuelMacron,"Jun 30, 2023 · 1:33 PM UTC",Il y a une instrumentalisation inacceptable de la mort d’un adolescent alors que la période devrait être au recueillement et au respect.,There is an unacceptable instrumentalization of the death of a teenager when the period should be meditation and respect.,https://twitter.com/Saint_Augustin1/status/1675282429924327424?s=20,TRUE
@justofly,"Jul 1, 2023 · 11:16 PM UTC","Que font ces jeunes encore dehors à des heures tardives? À un moment faut arrêter les conneries, l'autorité parentale est absente, va falloir tout remettre à zéro pour l'éducation! Après ça vient chouinné parce qu'ils prennent une balle perdue...
#Nahel #Nanterre #JeunesCons","What do these young people do outside in late hours? At one point must stop bullshit, parental authority is absent, will have to reset everything for education! After that it comes chouiné because they take a lost bullet ...
#Nahel #nenterre #jenescons",https://twitter.com/justofly/status/1675282229210103808?s=20,TRUE
@BriLitzMedia,"Jul 1, 2023 · 11:16 PM UTC",🔴 Interpellation par la BAC sur un présumé pilleur. (MONTPELLIER / Samedi 1 Juillet) #Emeutes #Nahel #Montpellier,🔴 Arrest by the bac on an alleged pilter. (Montpellier / Saturday July 1) #emeuts #Nahel #montpellier,https://twitter.com/BriLitzMedia/status/1675282184171651072?s=20,TRUE
@AnonymeCitoyen,"Jul 1, 2023 · 11:16 PM UTC",#Émeutes en cours à Montluçon (03) #nahel #Nanterre twitter.com/i/web/status/167…,#Riots in progress in Montluçon (03) #nahel #nanterre Twitter.com/i/web/status/167…,https://twitter.com/AnonymeCitoyen/status/1675282342619799554?s=20,TRUE
@Asbachirb,"Jul 1, 2023 · 11:16 PM UTC","The New York Times :

""Pour de nombreux Français, en particulier les jeunes hommes de couleur marginalisés, le meurtre de #Nahel M. est la dernière démonstration de la violence intrinsèque de la police"", 

Harrison Stetler","The New York Times:

""For many French people, in particular young men of marginalized color, the murder of #Nahel M. is the last demonstration of the intrinsic police violence"",

Harrison Stetler",https://twitter.com/Asbachirb/status/1675282181583773697?s=20,FALSE
@zeynokuray,"Jul 1, 2023 · 11:16 PM UTC","#Paris'e bu gece de uyku yok!🔥 #Nahel için ya adalet, ya da her yer  kıyamet!",#There is no sleep to Paris tonight either!,https://twitter.com/zeynokuray/status/1675282143805865985?s=20,FALSE
@JLMelenchon,"Jun 30, 2023 · 1:40 PM UTC","Les ""syndicats"" qui appellent à la guerre civile doivent apprendre à se taire. On a vu les comportements meurtriers sur lesquels débouchent ce genre de propos. Le pouvoir politique doit reprendre en main la police. Ceux qui veulent le calme ne jettent pas de l'huile sur le feu !","The ""unions"" who call for civil war must learn to be silent. We have seen the deadly behaviors to which this kind of remarks lead to. Political power must take over the police. Those who want calm do not throw oil on the fire!",https://twitter.com/vedjuge/status/1675282087631372288?s=20,FALSE
@JuliusFlywheel,"Jul 1, 2023 · 11:16 PM UTC","Liberte. Bigoterie. Sûreté. 🇫🇷
#nahel @EmmanuelMacron","Freedom. Bigotry. Safety. 🇫🇷
#Nahel @emmanuelmacron",https://twitter.com/JuliusFlywheel/status/1675282138521030657?s=20,FALSE
@ToTheMoonzer,"Jul 1, 2023 · 11:15 PM UTC","Toi qui te pretend musulman, ecoute ça attentivement 
piped.video/tCHYVJb8UL4
#Emeute #nahel #islam #violence #emeute","You who pretend Muslim, listen to it carefully
piped.video/tchyvjb8ul4
#Emeute #Nahel #islam #violence #emeute",https://twitter.com/ToTheMoonzer/status/1675282086289080321?s=20,FALSE
@syncmedia24,"Jul 1, 2023 · 11:15 PM UTC","Tense situation in progress in Barbès in the north of Paris
#emeutes #Nahel #Nantetre","Tense situation in progress in Barbès in the north of Paris
#emeutes #Nahel #Nantetre",https://twitter.com/syncmedia24/status/1675281992395497474?s=20,FALSE
@pauvreencolere,"Jul 1, 2023 · 11:15 PM UTC",#Montpellier suite à un pillage. Plusieurs personnes interpellées (@BriLitzMedia) #Emeutes #Nanterre #Nahel,#Montpellier following looting. Several people arrested (@brilitzmedia) #emeuts #ninterre #nahel,https://twitter.com/pauvreencolere/status/1675282040894152704?s=20,TRUE
@F_Desouche,"Jul 1, 2023 · 11:15 PM UTC",Pillages et incendies à Montluçon (1/X) #Emeutes #Nahel #Emeute #Nanterre fdesouche.com/2023/07/01/dir…,Pillages and fires in Montluçon (1/x) #emeuts #Nahel #emeute #nanterre fdesouche.com/2023/07/01/dir…,https://twitter.com/F_Desouche/status/1675282090152153089?s=20,TRUE
@LeN6zeD,"Jul 1, 2023 · 11:13 PM UTC","Pour les gens qui disent que @EmmanuelMacron à fait passer un communiqué à @KMbappe.. Le mec est désormais capitaine de l’ @equipedefrance et nous savons comment #Mbappe aime les responsabilités, je pense que d’après lui, il est de son devoir de réagir #Emeutes #nahel #Nanterre","For people who say that @emmanuelmacron has made a statement to @Kmbappe. The guy is now a captain of @equipedefrance and we know how #mbappe loves responsibilities, I think that according to him, he is his duty to react #emeuts #Nahel #nanterre",https://twitter.com/LeN6zeD/status/1675281508297322496?s=20,FALSE
@BetGolf62,"Jul 1, 2023 · 11:12 PM UTC",#FranceOnFire time for the sole parent of #nahel like #Mbappé to come out and call for #FranceRiots to STOP! Police shooting was wrong but be the bigger person to ensure change #FranceProtests,#FranceOnFire time for the sole parent of #nahel like #Mbappé to come out and call for #FranceRiots to STOP! Police shooting was wrong but be the bigger person to ensure change #FranceProtests,https://twitter.com/BetGolf62/status/1675281373752438784?s=20,FALSE
@JulesRavel1,"Jul 1, 2023 · 11:14 PM UTC","#Paris, gazage et charges en cours aux abords des #champselysees. Plusieurs interpellations. #emeutes  #Revolution #StreetReporter #GuerreCivile #Nahel #CouvreFeu #Nanterre","#Paris, Gasage and current charges near #champselysees. Several arrests. #emeuts #revolution #streetreporter #Guercivile #Nahel #couvrefeu #nenterre",https://twitter.com/JulesRavel1/status/1675281861046673409?s=20,TRUE
@brave__jean,"Jul 1, 2023 · 11:14 PM UTC","Un journaliste de gauche est mort le mois dernier après avoir été tabassé.
Aucun politicien de gauche, aucun média de gauche, aucun influenceur de gauche n'en a parlé. Pourquoi ?
L'agresseur n'était pas le bon.
#nahel #Nanterre #Emeutes #Immigration #ViolencesUrbaines","A leftist journalist died last month after being beaten up.
No left -wing politician, no left media, no left influencer has spoken. For what ?
The attacker was not the right one.
#NaHel #nenterre #emeuts #immigration #violncesurbaines",https://twitter.com/brave__jean/status/1675281652598161408?s=20,FALSE
@linfopresse,"Jul 1, 2023 · 11:12 PM UTC","📊 Sondage 📊 :

 . Pensez-vous que cette situation est due aux politiques de ce pays ? 
.
.
#emeutes / #Nahel / #Macron / #JusticePourNael / #Racailles / #Emeute / La France/ #FranceRiots / #RAID / #censure / #JusticePourNael / #TwitterDown / #RIPTwitter |","📊 Survey 📊:

 . Do you think this situation is due to the policies of this country?
.
.
#emeuts / #Nahel / #Macron / #justiPournael / #Racailles / #Emeute / La France / #FranceRots / #Raid / #Censure / #justiPournael / #twitterdown / #Riptwitter |",https://twitter.com/linfopresse/status/1675281359974088706?s=20,FALSE
@NyNySweetyVie,"Jul 1, 2023 · 11:13 PM UTC","ÇA PILLE SEC! 🤣 EN PLUS, IL Y A CE QUI FAUT POUR RÉGLER LA FAMINE DANS LE MONDE NON ?!? 🤣 - MARSEILLE 
(DARMANIN LE NAIN CENSURE SEC! 🤣 MAIS ON TIENT LA POSITION 💪)
#Emeutes #Marseille #GuerreCivile #SandrineRousseau #RAID #Nahel","It lokes dry! 🤣 In addition, there is what it takes to settle famine in the world, right?!? 🤣 - Marseille
(Darmanin the dwarf dry censorship! 🤣 But we hold the position 💪)
#Emeuts #Marseille #guerrecivile #sandrinerousseau #raid #nahel",https://twitter.com/NyNySweetyVie/status/1675281598806216712?s=20,TRUE
@s_assbague,"Jul 1, 2023 · 7:22 PM UTC","Près de 400 000€ collectés pour le policier qui a exécuté Nahel ? Ces dons ne constituent pas juste un soutien matériel. Ils disent autre chose. Le soutien sans faille à l’ordre racial et policier, au permis de tuer et à la peine de mort pour les arabes et les noirs.","Nearly € 400,000 collected for the policeman who executed Nahel? These gifts are not just material support. They say something else. The unfailing support for racial and police order, the license to kill and the death penalty for Arabs and blacks.",https://twitter.com/daguins/status/1675281622533394433?s=20,FALSE
@unitelbolivia,"Jul 1, 2023 · 11:11 PM UTC","El joven Nahel, baleado el martes por un policía, fue enterrado este sábado en medio de protestas y saqueos que crearon preocupación por su impacto económico y obligaron al presidente a posponer una visita a Alemania

#Francia #Disturbios #Nahel 

noticias.unitel.bo/mundo/fra…","The young Nahel, shot on Tuesday by a policeman, was buried this Saturday in the midst of protests and looting that created concern about their economic impact and forced the president to postpone a visit to Germany

#Francia #disturbs #nahel

news.unitel.bo/mundo/fra ...",https://twitter.com/unitelbolivia/status/1675281063025733633?s=20,FALSE
@viorelionel39,"Jul 1, 2023 · 11:11 PM UTC","Les #emeutes continuent cette nuit et les nuits suivantes car #Macron a l'intérêt de laisser la situation se dégrader, afin d'apparaître comme un sauveur dans quelques jours et imposer l'#etatdurgence, qui lui donnera les #PleinsPouvoirs, comme pendant la #plandemie.
#Nahel
#WEF","The #Emeutes continue this night and the following nights because #Macron has the interest of letting the situation deteriorate, in order to appear as a Savior in a few days and impose the #statedurgence, which will give it the #Peleinspouvoirs, as during #plandemie.
#Nahel
#Wef",https://twitter.com/viorelionel39/status/1675281063545806851?s=20,TRUE
@yarvic,"Jul 1, 2023 · 11:12 PM UTC","#nahel #Emeutes

Ils n'apprennent et ne comprennent décidément rien.
Bande de tarés en roue libre. Les 7/20 sont dangereux pour les citoyens.

 Réforme de la police et vite ! #DeLaCaveAuGrenier","#Nahel #emeuts

They learn and definitely understand nothing.
Strip of crazy free wheel. The 7/20 are dangerous for citizens.

 Police reform and quickly! #Delacaveaugrenier",https://twitter.com/yarvic/status/1675281317548654594?s=20,TRUE
@jprinceQ,"Jul 1, 2023 · 7:33 PM UTC",400.000€ pour la cagnotte en soutient au meurtrier de Nahel…. Ce même peuple va donner des leçons de morales aux autres peuples du monde dans quelques mois… je vais m’arrêter là pour pas dire de dingueries mais je suis sous le choc là,"€ 400,000 for the prize pool supports the murderer of Nahel…. This same people will give lessons of morals to the other peoples of the world in a few months ... I will stop there to not say dingueries but I am in shock there",https://twitter.com/Meryl4269/status/1675281241359228929?s=20,FALSE
@Jiyan134238,"Jul 1, 2023 · 11:11 PM UTC","Once again, why am I learning about what is happening in my country from Turkish government media? Today was #Nahel's funeral. Nothing on Twitter. Nada. Nothing about tonight's riots too. Seriously? France, pays de droit de l'homme ?? Sérieusement ?","Once again, why am I learning about what is happening in my country from Turkish government media? Today was #Nahel's funeral. Nothing on Twitter. Nada. Nothing about tonight's riots too. Seriously? France, pays de droit de l'homme ?? Sérieusement ?",https://twitter.com/Jiyan134238/status/1675281027562983432?s=20,FALSE
@ferozwala,"Jul 1, 2023 · 11:11 PM UTC","🇫🇷 #FRANCE | Some of the riots taking place tonight in:   #Montpellier , #Strasbourg , #Paris , #Marseille .  They do not stop, but they will stop informing us. So let's keep spreading this reality 
@rubnpulido #emeutes #Nanterre #Nahel","🇫🇷 #FRANCE | Some of the riots taking place tonight in:   #Montpellier , #Strasbourg , #Paris , #Marseille .  They do not stop, but they will stop informing us. So let's keep spreading this reality 
@rubnpulido #emeutes #Nanterre #Nahel",https://twitter.com/ferozwala/status/1675280974236753921?s=20,TRUE
@AnonymeCitoyen,"Jul 1, 2023 · 11:11 PM UTC",Intervention de la police à Montpellier suite à un pillage. Plusieurs personnes interpellées (@BriLitzMedia) #Emeutes #Nanterre #Nahel,Police intervention in Montpellier following looting. Several people arrested (@brilitzmedia) #emeuts #ninterre #nahel,https://twitter.com/AnonymeCitoyen/status/1675280878610546690?s=20,TRUE
@NoticiasCanali_,"Jul 1, 2023 · 11:09 PM UTC","#MUNDO 🇫🇷| #Francia lleva cinco días de caos por los disturbios rechazo al asesinato de #Nahel a manos de la policía

📌 Autoridades intentan controlar a los manifestantes aplicando fuerza, incluso a niveles que han sido duramente criticados por la comunidad Internacional","#Mundo 🇫🇷 | #France takes five days of chaos for the disturbances rejection of #nahel's murder at the hands of the police

📌 Authorities try to control protesters applying strength, even to levels that have been harshly criticized by the international community",https://twitter.com/NoticiasCanali_/status/1675280423948042240?s=20,TRUE
@AttentiveCEE,"Jul 1, 2023 · 11:09 PM UTC","🇫🇷 #Riots Update #Montpellier: a lot of #teargas and #specialforces are in the city

#breaking #breakingnews #france #franceViolence #FranceProtest #franceriots #riots #Nahel","🇫🇷 #Riots Update #Montpellier: a lot of #teargas and #specialforces are in the city

#breaking #breakingnews #france #franceViolence #FranceProtest #franceriots #riots #Nahel",https://twitter.com/AttentiveCEE/status/1675280596170317825?s=20,TRUE
@mariedepoitiers,"Jul 1, 2023 · 11:08 PM UTC",#FranceRiots #Paris #lapolicetue #nahel,#Franceriots #paris #lapolicetue #nahel,https://twitter.com/mariedepoitiers/status/1675280331111276545?s=20,TRUE
@mlss_smn,"Jul 1, 2023 · 11:10 PM UTC","Les émeutes continuent ce samedi soir dans le centre-ville de #Montpellier après la mort de #Nahel. Violences urbaines, départs de feux… la rue de Verdun s’embrase. Soyez prudents.","The riots continue this Saturday evening in the city center of #MONTPELLIER after the death of #NAHEL. Urban violence, fire departures ... Rue de Verdun gets ignited. Be careful.",https://twitter.com/mlss_smn/status/1675280688730316801?s=20,TRUE
@yarvic,"Jul 1, 2023 · 11:08 PM UTC","#Nahel #Emeutes 
L'apaisement doit venir de la majorité @Renaissance,  du @gouvernementFR , de Macron @Elysee 

Ils sont au pouvoir et que proposent-ils à part la répression, les insultes, le mépris, les violences policières ?!? #HALLUCINANT","#Nahel #emeuts
The appeasement must come from the majority @renaissance, from @Gouvernementfr, from Macron @elysee

They are in power and what do they propose apart from repression, insults, contempt, police violence?!? #Hallucinant",https://twitter.com/yarvic/status/1675280356176437249?s=20,FALSE
@franceinfo,"Jul 1, 2023 · 3:56 PM UTC","Violences après la mort de Nahel : Bruno Le Maire annonce ""le report de paiement de charges"" pour les commerces dégradés et ""la possibilité de prolonger d'une semaine les soldes""
francetvinfo.fr/faits-divers…","Violence after Nahel's death: Bruno Le Maire announces ""the postponement of payment of charges"" for degraded businesses and ""the possibility of extending the sales by a week""
francetvinfo.fr/faits-divers…",https://twitter.com/Litteul_Kevin/status/1675280216170680321?s=20,FALSE
@ferozwala,"Jul 1, 2023 · 11:07 PM UTC",Clashes are underway in Rennes in the VilleJean district #emeutes #Nanterre #Nahel @AnonymeCitoyen #Breaking #France,Clashes are underway in Rennes in the VilleJean district #emeutes #Nanterre #Nahel @AnonymeCitoyen #Breaking #France,https://twitter.com/ferozwala/status/1675280037237649408?s=20,TRUE
